,DataSet,Sample,Pos,Calls_num,Meth_num,Percent_Methylated,feature
6700,Rapid-CNS,254840,131265154,7,4,57.1428571428571,Promoter
6701,Rapid-CNS,254840,131265158,8,6,75,Promoter
6702,Rapid-CNS,254840,131265168,5,4,80,Promoter
6703,Rapid-CNS,254840,131265172,6,4,66.6666666666667,Promoter
6704,Rapid-CNS,254840,131265184,6,4,66.6666666666667,Promoter
6705,Rapid-CNS,254840,131265193,7,7,100,Promoter
6706,Rapid-CNS,254840,131265205,6,4,66.6666666666667,Promoter
6707,Rapid-CNS,254840,131265208,8,6,75,Promoter
6708,Rapid-CNS,254840,131265214,7,6,85.7142857142857,Promoter
6709,Rapid-CNS,254840,131265228,6,6,100,Promoter
6710,Rapid-CNS,254840,131265231,6,6,100,Promoter
6711,Rapid-CNS,254840,131265236,7,6,85.7142857142857,Promoter
6712,Rapid-CNS,254840,131265239,7,5,71.4285714285714,Promoter
6713,Rapid-CNS,254840,131265246,8,7,87.5,Promoter
6714,Rapid-CNS,254840,131265254,8,7,87.5,Promoter
6715,Rapid-CNS,254840,131265272,6,3,50,Promoter
6716,Rapid-CNS,254840,131265275,6,1,16.6666666666667,Promoter
6717,Rapid-CNS,254840,131265278,7,1,14.2857142857143,Promoter
6718,Rapid-CNS,254840,131265281,6,1,16.6666666666667,Promoter
6719,Rapid-CNS,254840,131265294,8,4,50,Promoter
6720,Rapid-CNS,254840,131265297,7,3,42.8571428571429,Promoter
6721,Rapid-CNS,254840,131265302,5,0,0,Promoter
6722,Rapid-CNS,254840,131265306,8,2,25,Promoter
6723,Rapid-CNS,254840,131265310,7,2,28.5714285714286,Promoter
6724,Rapid-CNS,254840,131265321,6,1,16.6666666666667,Promoter
6725,Rapid-CNS,254840,131265330,4,0,0,Promoter
6726,Rapid-CNS,254840,131265337,7,0,0,Promoter
6727,Rapid-CNS,254840,131265348,6,1,16.6666666666667,Promoter
6728,Rapid-CNS,254840,131265354,4,0,0,Promoter
6729,Rapid-CNS,254840,131265356,6,1,16.6666666666667,Promoter
6730,Rapid-CNS,254840,131265358,7,1,14.2857142857143,Promoter
6731,Rapid-CNS,254840,131265363,8,0,0,Promoter
6732,Rapid-CNS,254840,131265369,8,2,25,Promoter
6733,Rapid-CNS,254840,131265375,6,0,0,Promoter
6734,Rapid-CNS,254840,131265377,6,1,16.6666666666667,Promoter
6735,Rapid-CNS,254840,131265379,6,2,33.3333333333333,Promoter
6736,Rapid-CNS,254840,131265404,7,2,28.5714285714286,Promoter
6737,Rapid-CNS,254840,131265410,6,5,83.3333333333333,Promoter
6738,Rapid-CNS,254840,131265415,7,6,85.7142857142857,Promoter
6739,Rapid-CNS,254840,131265427,6,1,16.6666666666667,Promoter
6740,Rapid-CNS,254840,131265434,8,0,0,Promoter
6741,Rapid-CNS,254840,131265437,8,0,0,Promoter
6742,Rapid-CNS,254840,131265446,5,0,0,Promoter
6743,Rapid-CNS,254840,131265455,7,2,28.5714285714286,Promoter
6744,Rapid-CNS,254840,131265461,5,1,20,Promoter
6745,Rapid-CNS,254840,131265467,7,2,28.5714285714286,Promoter
6746,Rapid-CNS,254840,131265469,6,0,0,Promoter
6747,Rapid-CNS,254840,131265474,8,0,0,Promoter
6748,Rapid-CNS,254840,131265493,5,1,20,Promoter
6749,Rapid-CNS,254840,131265495,6,2,33.3333333333333,Promoter
6750,Rapid-CNS,254840,131265506,7,3,42.8571428571429,Exon1
6751,Rapid-CNS,254840,131265513,8,7,87.5,Exon1
6752,Rapid-CNS,254840,131265518,7,5,71.4285714285714,Exon1
6753,Rapid-CNS,254840,131265521,8,7,87.5,Exon1
6754,Rapid-CNS,254840,131265525,7,4,57.1428571428571,Exon1
6755,Rapid-CNS,254840,131265535,8,7,87.5,Exon1
6756,Rapid-CNS,254840,131265537,7,6,85.7142857142857,Exon1
6757,Rapid-CNS,254840,131265542,7,6,85.7142857142857,Exon1
6758,Rapid-CNS,254840,131265547,6,5,83.3333333333333,Exon1
6759,Rapid-CNS,254840,131265553,8,7,87.5,Exon1
6760,Rapid-CNS,254840,131265574,8,7,87.5,Intron1
6761,Rapid-CNS,254840,131265579,8,7,87.5,Intron1
6762,Rapid-CNS,254840,131265585,7,6,85.7142857142857,Intron1
6763,Rapid-CNS,254840,131265595,5,4,80,Intron1
6764,Rapid-CNS,254840,131265608,4,1,25,Intron1
6765,Rapid-CNS,254840,131265613,6,6,100,Intron1
6766,Rapid-CNS,254840,131265625,8,7,87.5,Intron1
6767,Rapid-CNS,254840,131265641,7,1,14.2857142857143,Intron1
6768,Rapid-CNS,254840,131265652,7,1,14.2857142857143,Intron1
6769,Rapid-CNS,254840,131265655,5,3,60,Intron1
6770,Rapid-CNS,254840,131265658,5,2,40,Intron1
6771,Rapid-CNS,254840,131265670,8,7,87.5,Intron1
6772,Rapid-CNS,254840,131265691,6,5,83.3333333333333,Intron1
6773,Rapid-CNS,254840,131265695,7,5,71.4285714285714,Intron1
6774,Rapid-CNS,254840,131265708,8,7,87.5,Intron1
6775,Rapid-CNS,254840,131265746,6,4,66.6666666666667,Intron1
6776,Rapid-CNS,254840,131265773,7,6,85.7142857142857,Intron1
6777,Rapid-CNS,254840,131265795,7,6,85.7142857142857,Intron1
6778,Rapid-CNS,254840,131265802,8,7,87.5,Intron1
6779,Rapid-CNS,254840,131265809,8,7,87.5,Intron1
6780,Rapid-CNS,254840,131265851,4,1,25,Intron1
6781,Rapid-CNS,254840,131265858,6,5,83.3333333333333,Intron1
6782,Rapid-CNS,254840,131265897,5,4,80,Intron1
6783,Rapid-CNS,254840,131265932,8,7,87.5,Intron1
6784,Rapid-CNS,254840,131265934,8,7,87.5,Intron1
6785,Rapid-CNS,254840,131266093,8,6,75,Intron1
6786,Rapid-CNS,255084,131264785,33,29,87.8787878787879,Promoter
6787,Rapid-CNS,255084,131264819,29,28,96.551724137931,Promoter
6788,Rapid-CNS,255084,131264839,36,31,86.1111111111111,Promoter
6789,Rapid-CNS,255084,131264845,33,32,96.969696969697,Promoter
6790,Rapid-CNS,255084,131264876,30,20,66.6666666666667,Promoter
6791,Rapid-CNS,255084,131264926,25,20,80,Promoter
6792,Rapid-CNS,255084,131264948,33,28,84.8484848484848,Promoter
6793,Rapid-CNS,255084,131264950,31,26,83.8709677419355,Promoter
6794,Rapid-CNS,255084,131264955,35,28,80,Promoter
6795,Rapid-CNS,255084,131264964,32,28,87.5,Promoter
6796,Rapid-CNS,255084,131264970,33,24,72.7272727272727,Promoter
6797,Rapid-CNS,255084,131264975,33,28,84.8484848484848,Promoter
6798,Rapid-CNS,255084,131264985,29,22,75.8620689655172,Promoter
6799,Rapid-CNS,255084,131265001,37,30,81.0810810810811,Promoter
6800,Rapid-CNS,255084,131265005,38,31,81.5789473684211,Promoter
6801,Rapid-CNS,255084,131265008,34,28,82.3529411764706,Promoter
6802,Rapid-CNS,255084,131265015,35,27,77.1428571428572,Promoter
6803,Rapid-CNS,255084,131265022,36,30,83.3333333333333,Promoter
6804,Rapid-CNS,255084,131265024,37,29,78.3783783783784,Promoter
6805,Rapid-CNS,255084,131265026,33,24,72.7272727272727,Promoter
6806,Rapid-CNS,255084,131265042,33,24,72.7272727272727,Promoter
6807,Rapid-CNS,255084,131265048,34,24,70.5882352941177,Promoter
6808,Rapid-CNS,255084,131265058,34,25,73.5294117647059,Promoter
6809,Rapid-CNS,255084,131265066,36,3,8.33333333333333,Promoter
6810,Rapid-CNS,255084,131265070,36,4,11.1111111111111,Promoter
6811,Rapid-CNS,255084,131265072,36,5,13.8888888888889,Promoter
6812,Rapid-CNS,255084,131265100,39,29,74.3589743589744,Promoter
6813,Rapid-CNS,255084,131265136,36,29,80.5555555555556,Promoter
6814,Rapid-CNS,255084,131265151,35,10,28.5714285714286,Promoter
6815,Rapid-CNS,255084,131265154,34,24,70.5882352941177,Promoter
6816,Rapid-CNS,255084,131265158,34,26,76.4705882352941,Promoter
6817,Rapid-CNS,255084,131265168,38,26,68.4210526315789,Promoter
6818,Rapid-CNS,255084,131265172,38,28,73.6842105263158,Promoter
6819,Rapid-CNS,255084,131265184,34,13,38.2352941176471,Promoter
6820,Rapid-CNS,255084,131265193,32,8,25,Promoter
6821,Rapid-CNS,255084,131265205,31,22,70.9677419354839,Promoter
6822,Rapid-CNS,255084,131265208,32,13,40.625,Promoter
6823,Rapid-CNS,255084,131265214,30,27,90,Promoter
6824,Rapid-CNS,255084,131265228,36,1,2.77777777777778,Promoter
6825,Rapid-CNS,255084,131265231,36,0,0,Promoter
6826,Rapid-CNS,255084,131265236,36,2,5.55555555555556,Promoter
6827,Rapid-CNS,255084,131265239,37,2,5.40540540540541,Promoter
6828,Rapid-CNS,255084,131265246,35,4,11.4285714285714,Promoter
6829,Rapid-CNS,255084,131265254,33,6,18.1818181818182,Promoter
6830,Rapid-CNS,255084,131265272,29,11,37.9310344827586,Promoter
6831,Rapid-CNS,255084,131265275,36,5,13.8888888888889,Promoter
6832,Rapid-CNS,255084,131265278,32,11,34.375,Promoter
6833,Rapid-CNS,255084,131265281,33,18,54.5454545454545,Promoter
6834,Rapid-CNS,255084,131265294,37,26,70.2702702702703,Promoter
6835,Rapid-CNS,255084,131265297,36,21,58.3333333333333,Promoter
6836,Rapid-CNS,255084,131265302,33,25,75.7575757575758,Promoter
6837,Rapid-CNS,255084,131265306,33,20,60.6060606060606,Promoter
6838,Rapid-CNS,255084,131265310,28,8,28.5714285714286,Promoter
6839,Rapid-CNS,255084,131265321,28,23,82.1428571428571,Promoter
6840,Rapid-CNS,255084,131265330,22,16,72.7272727272727,Promoter
6841,Rapid-CNS,255084,131265337,34,27,79.4117647058823,Promoter
6842,Rapid-CNS,255084,131265348,34,27,79.4117647058823,Promoter
6843,Rapid-CNS,255084,131265354,34,23,67.6470588235294,Promoter
6844,Rapid-CNS,255084,131265356,39,29,74.3589743589744,Promoter
6845,Rapid-CNS,255084,131265358,40,31,77.5,Promoter
6846,Rapid-CNS,255084,131265363,31,11,35.4838709677419,Promoter
6847,Rapid-CNS,255084,131265369,36,30,83.3333333333333,Promoter
6848,Rapid-CNS,255084,131265375,38,31,81.5789473684211,Promoter
6849,Rapid-CNS,255084,131265377,37,30,81.0810810810811,Promoter
6850,Rapid-CNS,255084,131265379,35,28,80,Promoter
6851,Rapid-CNS,255084,131265404,36,0,0,Promoter
6852,Rapid-CNS,255084,131265410,34,2,5.88235294117647,Promoter
6853,Rapid-CNS,255084,131265415,30,3,10,Promoter
6854,Rapid-CNS,255084,131265427,34,0,0,Promoter
6855,Rapid-CNS,255084,131265434,32,3,9.375,Promoter
6856,Rapid-CNS,255084,131265437,36,4,11.1111111111111,Promoter
6857,Rapid-CNS,255084,131265446,28,2,7.14285714285714,Promoter
6858,Rapid-CNS,255084,131265455,32,23,71.875,Promoter
6859,Rapid-CNS,255084,131265461,34,25,73.5294117647059,Promoter
6860,Rapid-CNS,255084,131265467,33,23,69.6969696969697,Promoter
6861,Rapid-CNS,255084,131265469,34,14,41.1764705882353,Promoter
6862,Rapid-CNS,255084,131265474,23,15,65.2173913043478,Promoter
6863,Rapid-CNS,255084,131265493,35,26,74.2857142857143,Promoter
6864,Rapid-CNS,255084,131265495,36,30,83.3333333333333,Promoter
6865,Rapid-CNS,255084,131265506,37,29,78.3783783783784,Exon1
6866,Rapid-CNS,255084,131265513,38,31,81.5789473684211,Exon1
6867,Rapid-CNS,255084,131265518,32,23,71.875,Exon1
6868,Rapid-CNS,255084,131265521,36,28,77.7777777777778,Exon1
6869,Rapid-CNS,255084,131265525,28,12,42.8571428571429,Exon1
6870,Rapid-CNS,255084,131265535,33,24,72.7272727272727,Exon1
6871,Rapid-CNS,255084,131265537,34,27,79.4117647058823,Exon1
6872,Rapid-CNS,255084,131265542,36,28,77.7777777777778,Exon1
6873,Rapid-CNS,255084,131265547,29,21,72.4137931034483,Exon1
6874,Rapid-CNS,255084,131265553,33,24,72.7272727272727,Exon1
6875,Rapid-CNS,255084,131265574,38,31,81.5789473684211,Intron1
6876,Rapid-CNS,255084,131265579,37,31,83.7837837837838,Intron1
6877,Rapid-CNS,255084,131265585,26,20,76.9230769230769,Intron1
6878,Rapid-CNS,255084,131265595,31,25,80.6451612903226,Intron1
6879,Rapid-CNS,255084,131265608,37,32,86.4864864864865,Intron1
6880,Rapid-CNS,255084,131265613,32,25,78.125,Intron1
6881,Rapid-CNS,255084,131265625,32,25,78.125,Intron1
6882,Rapid-CNS,255084,131265641,36,29,80.5555555555556,Intron1
6883,Rapid-CNS,255084,131265652,32,22,68.75,Intron1
6884,Rapid-CNS,255084,131265655,28,20,71.4285714285714,Intron1
6885,Rapid-CNS,255084,131265658,24,6,25,Intron1
6886,Rapid-CNS,255084,131265670,34,2,5.88235294117647,Intron1
6887,Rapid-CNS,255084,131265691,33,1,3.03030303030303,Intron1
6888,Rapid-CNS,255084,131265695,37,1,2.7027027027027,Intron1
6889,Rapid-CNS,255084,131265708,32,2,6.25,Intron1
6890,Rapid-CNS,255084,131265746,32,24,75,Intron1
6891,Rapid-CNS,255084,131265773,33,29,87.8787878787879,Intron1
6892,Rapid-CNS,255084,131265795,31,26,83.8709677419355,Intron1
6893,Rapid-CNS,255084,131265802,32,25,78.125,Intron1
6894,Rapid-CNS,255084,131265809,33,29,87.8787878787879,Intron1
6895,Rapid-CNS,255084,131265851,16,0,0,Intron1
6896,Rapid-CNS,255084,131265858,26,1,3.84615384615385,Intron1
6897,Rapid-CNS,255084,131265897,33,12,36.3636363636364,Intron1
6898,Rapid-CNS,255084,131265932,32,25,78.125,Intron1
6899,Rapid-CNS,255084,131265934,30,25,83.3333333333333,Intron1
6900,Rapid-CNS,255084,131266093,33,24,72.7272727272727,Intron1
6901,Rapid-CNS,255262,131264785,15,15,100,Promoter
6902,Rapid-CNS,255262,131264819,14,14,100,Promoter
6903,Rapid-CNS,255262,131264839,15,12,80,Promoter
6904,Rapid-CNS,255262,131264845,15,13,86.6666666666667,Promoter
6905,Rapid-CNS,255262,131264876,15,11,73.3333333333333,Promoter
6906,Rapid-CNS,255262,131264926,11,10,90.9090909090909,Promoter
6907,Rapid-CNS,255262,131264948,15,11,73.3333333333333,Promoter
6908,Rapid-CNS,255262,131264950,12,9,75,Promoter
6909,Rapid-CNS,255262,131264955,14,12,85.7142857142857,Promoter
6910,Rapid-CNS,255262,131264964,13,10,76.9230769230769,Promoter
6911,Rapid-CNS,255262,131264970,15,9,60,Promoter
6912,Rapid-CNS,255262,131264975,15,5,33.3333333333333,Promoter
6913,Rapid-CNS,255262,131264985,15,1,6.66666666666667,Promoter
6914,Rapid-CNS,255262,131265001,14,2,14.2857142857143,Promoter
6915,Rapid-CNS,255262,131265005,16,2,12.5,Promoter
6916,Rapid-CNS,255262,131265008,15,2,13.3333333333333,Promoter
6917,Rapid-CNS,255262,131265015,15,2,13.3333333333333,Promoter
6918,Rapid-CNS,255262,131265022,16,3,18.75,Promoter
6919,Rapid-CNS,255262,131265024,14,2,14.2857142857143,Promoter
6920,Rapid-CNS,255262,131265026,14,2,14.2857142857143,Promoter
6921,Rapid-CNS,255262,131265042,15,2,13.3333333333333,Promoter
6922,Rapid-CNS,255262,131265048,16,1,6.25,Promoter
6923,Rapid-CNS,255262,131265058,13,2,15.3846153846154,Promoter
6924,Rapid-CNS,255262,131265066,15,2,13.3333333333333,Promoter
6925,Rapid-CNS,255262,131265070,15,2,13.3333333333333,Promoter
6926,Rapid-CNS,255262,131265072,14,1,7.14285714285714,Promoter
6927,Rapid-CNS,255262,131265100,14,1,7.14285714285714,Promoter
6928,Rapid-CNS,255262,131265136,13,1,7.69230769230769,Promoter
6929,Rapid-CNS,255262,131265151,15,1,6.66666666666667,Promoter
6930,Rapid-CNS,255262,131265154,14,2,14.2857142857143,Promoter
6931,Rapid-CNS,255262,131265158,12,1,8.33333333333333,Promoter
6932,Rapid-CNS,255262,131265168,14,1,7.14285714285714,Promoter
6933,Rapid-CNS,255262,131265172,13,1,7.69230769230769,Promoter
6934,Rapid-CNS,255262,131265184,12,1,8.33333333333333,Promoter
6935,Rapid-CNS,255262,131265193,15,1,6.66666666666667,Promoter
6936,Rapid-CNS,255262,131265205,15,2,13.3333333333333,Promoter
6937,Rapid-CNS,255262,131265208,14,1,7.14285714285714,Promoter
6938,Rapid-CNS,255262,131265214,12,2,16.6666666666667,Promoter
6939,Rapid-CNS,255262,131265228,15,0,0,Promoter
6940,Rapid-CNS,255262,131265231,15,0,0,Promoter
6941,Rapid-CNS,255262,131265236,15,1,6.66666666666667,Promoter
6942,Rapid-CNS,255262,131265239,14,0,0,Promoter
6943,Rapid-CNS,255262,131265246,15,1,6.66666666666667,Promoter
6944,Rapid-CNS,255262,131265254,15,1,6.66666666666667,Promoter
6945,Rapid-CNS,255262,131265272,15,0,0,Promoter
6946,Rapid-CNS,255262,131265275,15,1,6.66666666666667,Promoter
6947,Rapid-CNS,255262,131265278,14,1,7.14285714285714,Promoter
6948,Rapid-CNS,255262,131265281,14,0,0,Promoter
6949,Rapid-CNS,255262,131265294,12,0,0,Promoter
6950,Rapid-CNS,255262,131265297,13,0,0,Promoter
6951,Rapid-CNS,255262,131265302,13,0,0,Promoter
6952,Rapid-CNS,255262,131265306,15,0,0,Promoter
6953,Rapid-CNS,255262,131265310,15,2,13.3333333333333,Promoter
6954,Rapid-CNS,255262,131265321,13,0,0,Promoter
6955,Rapid-CNS,255262,131265330,8,0,0,Promoter
6956,Rapid-CNS,255262,131265337,12,2,16.6666666666667,Promoter
6957,Rapid-CNS,255262,131265348,12,1,8.33333333333333,Promoter
6958,Rapid-CNS,255262,131265354,15,1,6.66666666666667,Promoter
6959,Rapid-CNS,255262,131265356,15,0,0,Promoter
6960,Rapid-CNS,255262,131265358,16,0,0,Promoter
6961,Rapid-CNS,255262,131265363,14,0,0,Promoter
6962,Rapid-CNS,255262,131265369,17,1,5.88235294117647,Promoter
6963,Rapid-CNS,255262,131265375,17,1,5.88235294117647,Promoter
6964,Rapid-CNS,255262,131265377,16,0,0,Promoter
6965,Rapid-CNS,255262,131265379,16,0,0,Promoter
6966,Rapid-CNS,255262,131265404,17,0,0,Promoter
6967,Rapid-CNS,255262,131265410,15,0,0,Promoter
6968,Rapid-CNS,255262,131265415,12,0,0,Promoter
6969,Rapid-CNS,255262,131265427,15,1,6.66666666666667,Promoter
6970,Rapid-CNS,255262,131265434,16,2,12.5,Promoter
6971,Rapid-CNS,255262,131265437,16,1,6.25,Promoter
6972,Rapid-CNS,255262,131265446,15,3,20,Promoter
6973,Rapid-CNS,255262,131265455,18,1,5.55555555555556,Promoter
6974,Rapid-CNS,255262,131265461,14,0,0,Promoter
6975,Rapid-CNS,255262,131265467,16,0,0,Promoter
6976,Rapid-CNS,255262,131265469,17,0,0,Promoter
6977,Rapid-CNS,255262,131265474,13,1,7.69230769230769,Promoter
6978,Rapid-CNS,255262,131265493,17,0,0,Promoter
6979,Rapid-CNS,255262,131265495,18,0,0,Promoter
6980,Rapid-CNS,255262,131265506,16,0,0,Exon1
6981,Rapid-CNS,255262,131265513,16,1,6.25,Exon1
6982,Rapid-CNS,255262,131265518,13,0,0,Exon1
6983,Rapid-CNS,255262,131265521,16,1,6.25,Exon1
6984,Rapid-CNS,255262,131265525,17,2,11.7647058823529,Exon1
6985,Rapid-CNS,255262,131265535,18,1,5.55555555555556,Exon1
6986,Rapid-CNS,255262,131265537,17,1,5.88235294117647,Exon1
6987,Rapid-CNS,255262,131265542,15,2,13.3333333333333,Exon1
6988,Rapid-CNS,255262,131265547,16,2,12.5,Exon1
6989,Rapid-CNS,255262,131265553,16,2,12.5,Exon1
6990,Rapid-CNS,255262,131265574,16,2,12.5,Intron1
6991,Rapid-CNS,255262,131265579,15,1,6.66666666666667,Intron1
6992,Rapid-CNS,255262,131265585,12,2,16.6666666666667,Intron1
6993,Rapid-CNS,255262,131265595,15,3,20,Intron1
6994,Rapid-CNS,255262,131265608,15,2,13.3333333333333,Intron1
6995,Rapid-CNS,255262,131265613,15,2,13.3333333333333,Intron1
6996,Rapid-CNS,255262,131265625,16,1,6.25,Intron1
6997,Rapid-CNS,255262,131265641,15,0,0,Intron1
6998,Rapid-CNS,255262,131265652,14,0,0,Intron1
6999,Rapid-CNS,255262,131265655,12,1,8.33333333333333,Intron1
7000,Rapid-CNS,255262,131265658,13,0,0,Intron1
7001,Rapid-CNS,255262,131265670,14,0,0,Intron1
7002,Rapid-CNS,255262,131265691,11,0,0,Intron1
7003,Rapid-CNS,255262,131265695,14,0,0,Intron1
7004,Rapid-CNS,255262,131265708,15,2,13.3333333333333,Intron1
7005,Rapid-CNS,255262,131265746,13,1,7.69230769230769,Intron1
7006,Rapid-CNS,255262,131265773,9,7,77.7777777777778,Intron1
7007,Rapid-CNS,255262,131265795,11,5,45.4545454545455,Intron1
7008,Rapid-CNS,255262,131265802,11,8,72.7272727272727,Intron1
7009,Rapid-CNS,255262,131265809,13,7,53.8461538461538,Intron1
7010,Rapid-CNS,255262,131265851,7,0,0,Intron1
7011,Rapid-CNS,255262,131265858,12,1,8.33333333333333,Intron1
7012,Rapid-CNS,255262,131265897,14,2,14.2857142857143,Intron1
7013,Rapid-CNS,255262,131265932,15,2,13.3333333333333,Intron1
7014,Rapid-CNS,255262,131265934,15,2,13.3333333333333,Intron1
7015,Rapid-CNS,255262,131266093,11,5,45.4545454545455,Intron1
7016,Rapid-CNS,258224,131264785,27,23,85.1851851851852,Promoter
7017,Rapid-CNS,258224,131264819,24,23,95.8333333333333,Promoter
7018,Rapid-CNS,258224,131264839,26,22,84.6153846153846,Promoter
7019,Rapid-CNS,258224,131264845,26,23,88.4615384615385,Promoter
7020,Rapid-CNS,258224,131264876,26,20,76.9230769230769,Promoter
7021,Rapid-CNS,258224,131264926,24,24,100,Promoter
7022,Rapid-CNS,258224,131264948,25,19,76,Promoter
7023,Rapid-CNS,258224,131264950,25,20,80,Promoter
7024,Rapid-CNS,258224,131264955,25,24,96,Promoter
7025,Rapid-CNS,258224,131264964,28,22,78.5714285714286,Promoter
7026,Rapid-CNS,258224,131264970,30,19,63.3333333333333,Promoter
7027,Rapid-CNS,258224,131264975,25,13,52,Promoter
7028,Rapid-CNS,258224,131264985,19,9,47.3684210526316,Promoter
7029,Rapid-CNS,258224,131265001,26,17,65.3846153846154,Promoter
7030,Rapid-CNS,258224,131265005,28,13,46.4285714285714,Promoter
7031,Rapid-CNS,258224,131265008,29,16,55.1724137931034,Promoter
7032,Rapid-CNS,258224,131265015,28,13,46.4285714285714,Promoter
7033,Rapid-CNS,258224,131265022,26,11,42.3076923076923,Promoter
7034,Rapid-CNS,258224,131265024,26,11,42.3076923076923,Promoter
7035,Rapid-CNS,258224,131265026,25,10,40,Promoter
7036,Rapid-CNS,258224,131265042,24,9,37.5,Promoter
7037,Rapid-CNS,258224,131265048,28,4,14.2857142857143,Promoter
7038,Rapid-CNS,258224,131265058,28,5,17.8571428571429,Promoter
7039,Rapid-CNS,258224,131265066,29,5,17.2413793103448,Promoter
7040,Rapid-CNS,258224,131265070,27,3,11.1111111111111,Promoter
7041,Rapid-CNS,258224,131265072,25,5,20,Promoter
7042,Rapid-CNS,258224,131265100,25,6,24,Promoter
7043,Rapid-CNS,258224,131265136,25,11,44,Promoter
7044,Rapid-CNS,258224,131265151,28,8,28.5714285714286,Promoter
7045,Rapid-CNS,258224,131265154,25,8,32,Promoter
7046,Rapid-CNS,258224,131265158,25,7,28,Promoter
7047,Rapid-CNS,258224,131265168,23,9,39.1304347826087,Promoter
7048,Rapid-CNS,258224,131265172,27,12,44.4444444444444,Promoter
7049,Rapid-CNS,258224,131265184,22,5,22.7272727272727,Promoter
7050,Rapid-CNS,258224,131265193,25,9,36,Promoter
7051,Rapid-CNS,258224,131265205,26,9,34.6153846153846,Promoter
7052,Rapid-CNS,258224,131265208,30,7,23.3333333333333,Promoter
7053,Rapid-CNS,258224,131265214,21,7,33.3333333333333,Promoter
7054,Rapid-CNS,258224,131265228,26,10,38.4615384615385,Promoter
7055,Rapid-CNS,258224,131265231,28,12,42.8571428571429,Promoter
7056,Rapid-CNS,258224,131265236,27,11,40.7407407407407,Promoter
7057,Rapid-CNS,258224,131265239,28,7,25,Promoter
7058,Rapid-CNS,258224,131265246,28,11,39.2857142857143,Promoter
7059,Rapid-CNS,258224,131265254,27,14,51.8518518518518,Promoter
7060,Rapid-CNS,258224,131265272,28,4,14.2857142857143,Promoter
7061,Rapid-CNS,258224,131265275,26,4,15.3846153846154,Promoter
7062,Rapid-CNS,258224,131265278,24,6,25,Promoter
7063,Rapid-CNS,258224,131265281,24,6,25,Promoter
7064,Rapid-CNS,258224,131265294,29,14,48.2758620689655,Promoter
7065,Rapid-CNS,258224,131265297,27,12,44.4444444444444,Promoter
7066,Rapid-CNS,258224,131265302,22,10,45.4545454545455,Promoter
7067,Rapid-CNS,258224,131265306,24,9,37.5,Promoter
7068,Rapid-CNS,258224,131265310,23,10,43.4782608695652,Promoter
7069,Rapid-CNS,258224,131265321,24,5,20.8333333333333,Promoter
7070,Rapid-CNS,258224,131265330,16,3,18.75,Promoter
7071,Rapid-CNS,258224,131265337,25,6,24,Promoter
7072,Rapid-CNS,258224,131265348,23,9,39.1304347826087,Promoter
7073,Rapid-CNS,258224,131265354,25,8,32,Promoter
7074,Rapid-CNS,258224,131265356,26,6,23.0769230769231,Promoter
7075,Rapid-CNS,258224,131265358,24,6,25,Promoter
7076,Rapid-CNS,258224,131265363,24,4,16.6666666666667,Promoter
7077,Rapid-CNS,258224,131265369,23,6,26.0869565217391,Promoter
7078,Rapid-CNS,258224,131265375,28,7,25,Promoter
7079,Rapid-CNS,258224,131265377,26,6,23.0769230769231,Promoter
7080,Rapid-CNS,258224,131265379,27,7,25.9259259259259,Promoter
7081,Rapid-CNS,258224,131265404,27,3,11.1111111111111,Promoter
7082,Rapid-CNS,258224,131265410,24,5,20.8333333333333,Promoter
7083,Rapid-CNS,258224,131265415,24,4,16.6666666666667,Promoter
7084,Rapid-CNS,258224,131265427,26,2,7.69230769230769,Promoter
7085,Rapid-CNS,258224,131265434,28,2,7.14285714285714,Promoter
7086,Rapid-CNS,258224,131265437,24,4,16.6666666666667,Promoter
7087,Rapid-CNS,258224,131265446,26,3,11.5384615384615,Promoter
7088,Rapid-CNS,258224,131265455,26,0,0,Promoter
7089,Rapid-CNS,258224,131265461,26,3,11.5384615384615,Promoter
7090,Rapid-CNS,258224,131265467,24,5,20.8333333333333,Promoter
7091,Rapid-CNS,258224,131265469,29,3,10.3448275862069,Promoter
7092,Rapid-CNS,258224,131265474,20,7,35,Promoter
7093,Rapid-CNS,258224,131265493,25,7,28,Promoter
7094,Rapid-CNS,258224,131265495,27,9,33.3333333333333,Promoter
7095,Rapid-CNS,258224,131265506,27,12,44.4444444444444,Exon1
7096,Rapid-CNS,258224,131265513,28,11,39.2857142857143,Exon1
7097,Rapid-CNS,258224,131265518,21,5,23.8095238095238,Exon1
7098,Rapid-CNS,258224,131265521,23,7,30.4347826086957,Exon1
7099,Rapid-CNS,258224,131265525,19,3,15.7894736842105,Exon1
7100,Rapid-CNS,258224,131265535,23,8,34.7826086956522,Exon1
7101,Rapid-CNS,258224,131265537,24,11,45.8333333333333,Exon1
7102,Rapid-CNS,258224,131265542,22,10,45.4545454545455,Exon1
7103,Rapid-CNS,258224,131265547,26,13,50,Exon1
7104,Rapid-CNS,258224,131265553,23,13,56.5217391304348,Exon1
7105,Rapid-CNS,258224,131265574,26,13,50,Intron1
7106,Rapid-CNS,258224,131265579,25,13,52,Intron1
7107,Rapid-CNS,258224,131265585,15,6,40,Intron1
7108,Rapid-CNS,258224,131265595,24,9,37.5,Intron1
7109,Rapid-CNS,258224,131265608,20,5,25,Intron1
7110,Rapid-CNS,258224,131265613,25,11,44,Intron1
